客户号,客户姓名,性别,年龄_连续,婚姻状态,户籍,教育程度,居住类型,职业类别,工作年限,个人收入_连续,保险缴纳,车辆情况,信用总评分,信用等级,额度,审批结果
0000999993846897,anon_S4649,男,35,未婚,甘肃,本科,自购房,私营企业,12,67500,有,有,69,D-风险客户,10000,0-通过
0000999993874063,anon_S7345,男,40,未婚,辽宁,大专,租房,私营企业,20,330000,无,无,69,D-风险客户,10000,0-通过
0000999993838229,anon_S3784,男,33,未婚,山东,本科,自购房,外资企业,10,51010,有,有,69,D-风险客户,10000,0-通过
0000999993838218,anon_S3783,男,32,未婚,内蒙古,本科,自购房,个体户,9,51010,有,有,69,D-风险客户,10000,0-通过
0000999993852288,anon_S5177,男,47,未婚,北京,初中及以下,自购房,私营企业,19,77000,有,有,69,D-风险客户,10000,0-通过
0000999993874041,anon_S7343,男,22,已婚,陕西,本科,租房,其他企业,0,330000,有,无,69,D-风险客户,10000,0-通过
0000999993838161,anon_S3778,男,31,未婚,上海,大专,自购房,外资企业,11,51010,有,有,69,D-风险客户,10000,0-通过
0000999993846820,anon_S4642,女,33,未婚,浙江,本科,自购房,外资企业,10,67400,有,有,69,D-风险客户,10000,0-通过
0000999993877632,anon_S7701,男,23,未婚,广东,本科,租房,私营企业,0,400562,有,无,69,D-风险客户,10000,0-通过
0000999993877575,anon_S7695,女,23,未婚,宁夏,本科,租房,个体户,0,400562,有,无,69,D-风险客户,10000,0-通过
0000999993874030,anon_S7342,男,22,未婚,江西,本科,租房,外资企业,0,330000,有,无,69,D-风险客户,10000,0-通过
0000999993846728,anon_S4632,男,31,未婚,湖南,大专,自购房,私营企业,11,67400,有,有,69,D-风险客户,10000,0-通过
0000999993846706,anon_S4630,男,30,未婚,广西,大专,自购房,私营企业,10,67400,有,有,69,D-风险客户,10000,0-通过
0000999993856736,anon_S5620,男,26,未婚,辽宁,本科,租房,个体户,3,95000,有,无,69,D-风险客户,10000,0-通过
0000999993856747,anon_S5621,女,26,已婚,青海,本科,租房,私营企业,3,95000,有,无,69,D-风险客户,10000,0-通过
0000999993856758,anon_S5622,男,26,未婚,陕西,本科,租房,国有企业,3,95000,有,无,69,D-风险客户,10000,0-通过
0000999993877531,anon_S7691,男,23,未婚,海南,本科,租房,私营企业,0,400475,有,无,69,D-风险客户,10000,0-通过
0000999993846615,anon_S4621,男,31,未婚,陕西,大专,自购房,私营企业,11,67000,有,有,69,D-风险客户,10000,0-通过
0000999993856781,anon_S5625,男,26,未婚,广东,本科,租房,私营企业,3,95202,有,无,69,D-风险客户,10000,0-通过
0000999993863164,anon_S6258,男,22,未婚,广东,本科,租房,私营企业,0,150000,有,无,69,D-风险客户,10000,0-通过
0000999993874029,anon_S7341,男,22,未婚,新疆,本科,租房,私营企业,0,330000,有,无,69,D-风险客户,10000,0-通过
0000999993877484,anon_S7686,男,23,未婚,吉林,本科,租房,私营企业,0,400369,有,无,69,D-风险客户,10000,0-通过
0000999993877473,anon_S7685,男,23,未婚,黑龙江,本科,租房,私营企业,0,400369,有,无,69,D-风险客户,10000,0-通过
0000999993846467,anon_S4606,男,30,未婚,黑龙江,大专,自购房,私营企业,10,66931,有,有,69,D-风险客户,10000,0-通过
0000999993856941,anon_S5641,男,23,已婚,天津,大专,租房,外资企业,3,96000,有,无,69,D-风险客户,10000,0-通过
0000999993846376,anon_S4597,男,39,已婚,广西,高中,自购房,私营企业,21,66563,有,有,69,D-风险客户,10000,0-通过
0000999993846310,anon_S4591,男,30,未婚,重庆,大专,自购房,私营企业,10,66300,有,有,69,D-风险客户,10000,0-通过
0000999993830025,anon_S2965,男,35,未婚,贵州,初中及以下,自购房,个体户,22,40013,有,有,69,D-风险客户,10000,0-通过
0000999993829292,anon_S2892,男,31,未婚,重庆,大专,自购房,国有企业,11,39727,有,有,69,D-风险客户,10000,0-通过
0000999993837871,anon_S3749,男,31,未婚,吉林,大专,自购房,其他企业,11,50000,有,有,69,D-风险客户,10000,0-通过
0000999993846252,anon_S4585,男,32,未婚,吉林,本科,自购房,外资企业,9,66300,有,有,69,D-风险客户,10000,0-通过
0000999993877304,anon_S7668,男,23,未婚,青海,本科,租房,私营企业,0,400000,有,无,69,D-风险客户,10000,0-通过
0000999993877291,anon_S7667,男,23,未婚,湖南,本科,租房,其他企业,0,400000,有,无,69,D-风险客户,10000,0-通过
0000999993846092,anon_S4569,女,30,未婚,陕西,大专,自购房,私营企业,10,66000,有,有,69,D-风险客户,10000,0-通过
0000999993877235,anon_S7661,男,23,未婚,宁夏,本科,租房,个体户,0,400000,有,无,69,D-风险客户,10000,0-通过
0000999993877144,anon_S7652,男,22,离异,江苏,本科,租房,私营企业,0,399000,有,无,69,D-风险客户,10000,0-通过
0000999993845690,anon_S4529,男,31,未婚,贵州,大专,自购房,私营企业,11,65700,有,有,69,D-风险客户,10000,0-通过
0000999993857480,anon_S5695,男,22,未婚,四川,本科,租房,私营企业,0,100000,有,无,69,D-风险客户,10000,0-通过
0000999993877097,anon_S7647,男,26,未婚,海南,本科,租房,私营企业,3,396000,有,无,69,D-风险客户,10000,0-通过
0000999993845612,anon_S4521,男,30,未婚,湖北,大专,自购房,私营企业,10,65624,有,有,69,D-风险客户,10000,0-通过
0000999993863391,anon_S6281,男,23,未婚,陕西,本科,租房,私营企业,0,150000,有,无,69,D-风险客户,10000,0-通过
0000999993877064,anon_S7644,男,23,已婚,江西,本科,租房,私营企业,0,394821,有,无,69,D-风险客户,10000,0-通过
0000999993845577,anon_S4517,男,30,未婚,广西,大专,自购房,其他企业,10,65520,有,有,69,D-风险客户,10000,0-通过
0000999993845522,anon_S4512,男,30,未婚,广西,大专,自购房,私营企业,10,65400,有,有,69,D-风险客户,10000,0-通过
0000999993857616,anon_S5708,男,40,未婚,北京,大专,租房,其他企业,20,100032,无,无,69,D-风险客户,10000,0-通过
0000999993876967,anon_S7634,男,23,未婚,湖北,本科,租房,私营企业,0,392020,有,无,69,D-风险客户,10000,0-通过
0000999993876956,anon_S7633,男,24,未婚,黑龙江,本科,租房,私营企业,1,392020,有,无,69,D-风险客户,10000,0-通过
0000999993873864,anon_S7325,男,22,未婚,辽宁,本科,租房,私营企业,0,315204,有,无,69,D-风险客户,10000,0-通过
0000999993837622,anon_S3724,男,32,已婚,北京,本科,自购房,私营企业,9,50000,有,有,69,D-风险客户,10000,0-通过
0000999993873853,anon_S7324,女,22,未婚,江西,本科,租房,外资企业,0,315204,有,无,69,D-风险客户,10000,0-通过
0000999993863506,anon_S6292,男,23,已婚,黑龙江,本科,租房,私营企业,0,150000,有,无,69,D-风险客户,10000,0-通过
0000999993845408,anon_S4500,男,31,未婚,河南,大专,自购房,国有企业,11,65000,有,有,69,D-风险客户,10000,0-通过
0000999993827705,anon_S2733,男,32,已婚,吉林,本科,自购房,外资企业,9,38903,有,有,69,D-风险客户,10000,0-通过
0000999993857730,anon_S5720,男,24,已婚,河北,本科,租房,私营企业,1,100080,无,有,69,D-风险客户,10000,0-通过
0000999993837565,anon_S3718,男,32,未婚,北京,本科,自购房,外资企业,9,50000,有,有,69,D-风险客户,10000,0-通过
0000999993845191,anon_S4479,男,31,未婚,天津,大专,自购房,私营企业,11,64464,有,有,69,D-风险客户,10000,0-通过
0000999993829871,anon_S2950,男,32,已婚,上海,本科,自购房,私营企业,9,39958,有,有,69,D-风险客户,10000,0-通过
0000999993845055,anon_S4465,女,45,已婚,湖北,初中及以下,自购房,私营企业,13,64100,有,有,69,D-风险客户,10000,0-通过
0000999993858020,anon_S5748,女,26,未婚,重庆,本科,租房,私营企业,3,105000,有,无,69,D-风险客户,10000,0-通过
0000999993876741,anon_S7612,男,24,未婚,广东,本科,租房,私营企业,1,390000,有,无,69,D-风险客户,10000,0-通过
0000999993876730,anon_S7611,男,24,未婚,四川,本科,租房,其他企业,1,390000,有,无,69,D-风险客户,10000,0-通过
0000999993844914,anon_S4451,男,31,未婚,上海,大专,自购房,私营企业,11,63600,有,有,69,D-风险客户,10000,0-通过
0000999993863584,anon_S6300,男,23,已婚,内蒙古,本科,租房,个体户,0,150000,有,无,69,D-风险客户,10000,0-通过
0000999993873842,anon_S7323,男,22,未婚,湖南,本科,租房,个体户,0,315204,有,无,69,D-风险客户,10000,0-通过
0000999993876672,anon_S7605,男,24,未婚,福建,本科,租房,私营企业,1,390000,有,无,69,D-风险客户,10000,0-通过
0000999993823948,anon_S2357,女,29,未婚,安徽,大专,自购房,其他企业,9,36125,有,有,69,D-风险客户,10000,0-通过
0000999993873808,anon_S7319,男,22,未婚,福建,本科,租房,私营企业,0,312605,有,无,69,D-风险客户,10000,0-通过
0000999993844801,anon_S4440,男,30,未婚,广西,大专,自购房,其他企业,10,63600,有,有,69,D-风险客户,10000,0-通过
0000999993873795,anon_S7318,男,22,未婚,宁夏,本科,租房,个体户,0,312605,有,无,69,D-风险客户,10000,0-通过
0000999993879662,anon_S7904,女,40,已婚,内蒙古,大专,租房,外资企业,20,450000,无,无,69,D-风险客户,10000,0-通过
0000999993876638,anon_S7601,男,24,已婚,四川,本科,租房,国有企业,1,390000,有,无,69,D-风险客户,10000,0-通过
0000999993873773,anon_S7316,男,22,未婚,福建,本科,租房,国有企业,0,312605,有,无,69,D-风险客户,10000,0-通过
0000999993876627,anon_S7600,男,24,未婚,安徽,本科,租房,个体户,1,390000,有,无,69,D-风险客户,10000,0-通过
0000999993873762,anon_S7315,男,22,已婚,上海,本科,租房,私营企业,0,312605,有,无,69,D-风险客户,10000,0-通过
0000999993876457,anon_S7583,男,24,未婚,吉林,本科,租房,私营企业,1,379200,有,无,69,D-风险客户,10000,0-通过
0000999993876435,anon_S7581,男,26,未婚,陕西,本科,租房,私营企业,3,379200,有,无,69,D-风险客户,10000,0-通过
0000999993876424,anon_S7580,男,24,未婚,内蒙古,本科,租房,私营企业,1,379200,有,无,69,D-风险客户,10000,0-通过
0000999993829791,anon_S2942,女,31,未婚,北京,大专,自购房,私营企业,11,39958,有,有,69,D-风险客户,10000,0-通过
0000999993876413,anon_S7579,男,24,未婚,河南,本科,租房,私营企业,1,374229,有,无,69,D-风险客户,10000,0-通过
0000999993844368,anon_S4396,女,33,未婚,陕西,本科,自购房,私营企业,10,63000,有,有,69,D-风险客户,10000,0-通过
0000999993873728,anon_S7311,男,26,未婚,山东,本科,租房,私营企业,3,312000,有,无,69,D-风险客户,10000,0-通过
0000999993876402,anon_S7578,男,24,未婚,重庆,本科,租房,国有企业,1,374229,有,无,69,D-风险客户,10000,0-通过
0000999993873717,anon_S7310,男,22,未婚,内蒙古,本科,租房,外资企业,0,312000,有,无,69,D-风险客户,10000,0-通过
0000999993844324,anon_S4392,男,31,未婚,重庆,大专,自购房,外资企业,11,63000,有,有,69,D-风险客户,10000,0-通过
0000999993858542,anon_S5800,男,24,未婚,河南,本科,租房,私营企业,1,105000,有,无,69,D-风险客户,10000,0-通过
0000999993858553,anon_S5801,男,24,未婚,广东,本科,租房,私营企业,1,105000,有,无,69,D-风险客户,10000,0-通过
0000999993858575,anon_S5803,女,26,已婚,福建,本科,租房,外资企业,3,105000,有,无,69,D-风险客户,10000,0-通过
0000999993858586,anon_S5804,男,26,未婚,天津,本科,租房,私营企业,3,105000,有,无,69,D-风险客户,10000,0-通过
0000999993829779,anon_S2940,男,35,未婚,山西,本科,自购房,私营企业,12,39943,有,有,69,D-风险客户,10000,0-通过
0000999993844197,anon_S4379,男,32,未婚,湖北,大专,自购房,私营企业,12,62900,有,有,69,D-风险客户,10000,0-通过
0000999993844175,anon_S4377,男,35,未婚,天津,本科,自购房,个体户,12,62900,有,有,69,D-风险客户,10000,0-通过
0000999993858701,anon_S5816,男,23,未婚,陕西,本科,租房,私营企业,0,105000,有,无,69,D-风险客户,10000,0-通过
0000999993843852,anon_S4345,男,30,未婚,广西,大专,自购房,国有企业,10,61391,有,有,69,D-风险客户,10000,0-通过
0000999993843818,anon_S4341,男,30,未婚,湖北,大专,自购房,外资企业,10,60840,有,有,69,D-风险客户,10000,0-通过
0000999993873659,anon_S7304,女,26,未婚,上海,本科,租房,私营企业,3,310000,有,无,69,D-风险客户,10000,0-通过
0000999993869575,anon_S6898,男,23,已婚,山东,本科,租房,个体户,0,232000,有,无,69,D-风险客户,10000,0-通过
0000999993820313,anon_S1994,男,37,未婚,重庆,初中及以下,自购房,个体户,23,30650,有,有,69,D-风险客户,10000,0-通过
0000999993829735,anon_S2936,男,33,未婚,辽宁,本科,自购房,私营企业,10,39943,有,有,69,D-风险客户,10000,0-通过
0000999993836980,anon_S3660,男,31,未婚,陕西,大专,自购房,国有企业,11,49547,有,有,69,D-风险客户,10000,0-通过
0000999993836979,anon_S3659,女,32,未婚,安徽,本科,自购房,私营企业,9,49547,有,有,69,D-风险客户,10000,0-通过
0000999993836968,anon_S3658,女,33,未婚,山西,本科,自购房,私营企业,10,49539,有,有,69,D-风险客户,10000,0-通过
0000999993876106,anon_S7548,男,24,未婚,内蒙古,本科,租房,私营企业,1,363834,有,无,69,D-风险客户,10000,0-通过
0000999993876082,anon_S7546,男,26,未婚,湖南,本科,租房,外资企业,3,363834,有,无,69,D-风险客户,10000,0-通过
0000999993876071,anon_S7545,男,24,未婚,山东,本科,租房,个体户,1,360000,有,无,69,D-风险客户,10000,0-通过
0000999993843477,anon_S4307,男,31,离异,新疆,大专,自购房,私营企业,11,60676,有,有,69,D-风险客户,10000,0-通过
0000999993859158,anon_S5858,男,23,已婚,江苏,本科,租房,私营企业,0,105000,有,无,69,D-风险客户,10000,0-通过
0000999993836899,anon_S3651,男,32,未婚,贵州,本科,自购房,个体户,9,49430,有,有,69,D-风险客户,10000,0-通过
0000999993869337,anon_S6874,男,24,未婚,江西,本科,租房,私营企业,1,228000,有,无,69,D-风险客户,10000,0-通过
0000999993836855,anon_S3647,男,31,未婚,四川,大专,自购房,外资企业,11,49400,有,有,69,D-风险客户,10000,0-通过
0000999993859169,anon_S5859,男,26,未婚,湖南,本科,租房,个体户,3,105000,有,无,69,D-风险客户,10000,0-通过
0000999993820506,anon_S2013,男,32,已婚,福建,本科,自购房,私营企业,9,30700,有,有,69,D-风险客户,10000,0-通过
0000999993864044,anon_S6346,男,29,未婚,山东,本科,其他,个体户,6,153400,有,无,69,D-风险客户,10000,0-通过
0000999993873581,anon_S7297,男,22,未婚,河南,本科,租房,私营企业,0,310000,有,无,69,D-风险客户,10000,0-通过
0000999993873570,anon_S7296,男,22,未婚,四川,本科,租房,私营企业,0,310000,有,无,69,D-风险客户,10000,0-通过
0000999993824272,anon_S2390,男,31,未婚,重庆,大专,自购房,私营企业,11,36320,有,有,69,D-风险客户,10000,0-通过
0000999993843319,anon_S4291,男,32,未婚,上海,本科,自购房,个体户,9,60000,有,有,69,D-风险客户,10000,0-通过
0000999993843251,anon_S4285,男,30,未婚,青海,大专,自购房,私营企业,10,60000,有,有,69,D-风险客户,10000,0-通过
0000999993873514,anon_S7290,男,22,已婚,黑龙江,本科,租房,私营企业,0,309520,有,无,69,D-风险客户,10000,0-通过
0000999993843239,anon_S4283,男,36,已婚,黑龙江,硕士及以上,租房,其他企业,11,60000,有,有,69,D-风险客户,10000,0-通过
0000999993827896,anon_S2752,女,31,未婚,陕西,大专,自购房,其他企业,11,39000,有,有,69,D-风险客户,10000,0-通过
0000999993836708,anon_S3632,男,32,未婚,黑龙江,本科,自购房,私营企业,9,49380,有,有,69,D-风险客户,10000,0-通过
0000999993824410,anon_S2404,男,33,已婚,上海,本科,自购房,私营企业,10,36374,有,有,69,D-风险客户,10000,0-通过
0000999993859294,anon_S5872,男,19,未婚,福建,本科,租房,私营企业,0,106000,有,无,69,D-风险客户,10000,0-通过
0000999993875931,anon_S7531,男,25,已婚,广西,本科,租房,私营企业,2,358680,有,无,69,D-风险客户,10000,0-通过
0000999993843068,anon_S4266,男,35,离异,湖北,本科,自购房,外资企业,12,60000,有,有,69,D-风险客户,10000,0-通过
0000999993843057,anon_S4265,女,35,未婚,安徽,本科,自购房,私营企业,12,60000,有,有,69,D-风险客户,10000,0-通过
0000999993836628,anon_S3624,男,29,未婚,天津,初中及以下,自购房,私营企业,44,49374,有,有,69,D-风险客户,10000,0-通过
0000999993843046,anon_S4264,女,32,已婚,河北,本科,自购房,国有企业,9,60000,有,有,69,D-风险客户,10000,0-通过
0000999993843013,anon_S4261,男,30,未婚,安徽,大专,自购房,外资企业,10,60000,有,有,69,D-风险客户,10000,0-通过
0000999993836594,anon_S3621,男,34,未婚,天津,本科,自购房,私营企业,11,49374,有,有,69,D-风险客户,10000,0-通过
0000999993875920,anon_S7530,男,25,已婚,天津,本科,租房,私营企业,2,358680,有,无,69,D-风险客户,10000,0-通过
